mu_g,k_g,mu_i,k_i
4.0543880714007825,2.781074899377371,4.868509934379948,15.230884296250109
4.6362710854481834,2.7455418666993334,4.940323787037132,15.881891549846925
3.9826322628856836,2.2653300350092906,4.754106581969507,14.055934056950182
4.032556231736673,3.120677352592512,4.9559569596876845,13.146416059173857
4.004289512592928,2.723167250407027,4.739385696894978,12.637294806930935
3.9779750049380134,2.4490082164751845,4.847448991609671,13.303142751149519
3.9647979698457254,2.7416820924144067,4.9484640057901395,13.673688178956398
4.413916977112155,2.8496414897783215,4.7795343770553425,14.272438763547806
4.426587020354167,1.8590978871050647,4.840504924147084,13.242174433134691
4.003089177318329,2.473878689381379,4.686397652345806,14.415740942694809
3.8033460040873157,2.764746859900752,4.841366952367276,13.197672771378812
3.9419748156921224,3.214967309635271,4.921673284369835,13.078273280823494
4.106143008333545,2.8527656526767156,4.786159835407597,10.429962153639822
3.973657109439525,3.2784745087044476,4.808385634365445,14.970572880911394
4.129931629944417,2.985572903130322,4.82155726743439,11.94656577221311
4.10583267485316,2.9626716794591252,4.801348825212402,13.446166629588904
4.155127119917805,2.7487862275095307,4.942140499455233,12.704818067338353
3.94647303877317,3.3689847595690954,4.926604338399696,12.391790657354333
